claim_id,experiment_id,adapter_commit,config_hash,workload,variant,parameter_set,parameters_json,phase,input_scale,threads,invalid_proof_kind,supported,n,mean_latency_ms,stdev_latency_ms,p50_latency_ms,p95_latency_ms,min_latency_ms,max_latency_ms,median_cpu_time_ms,median_peak_rss_mb,median_page_faults,proof_bytes,native_relation_size,relation_unit,public_inputs,expected_outcomes,stdev_unavailable_reason,excluded_boundary_metrics,metric_unavailable_reason,speedup_vs_one_thread,speedup_ci_low,speedup_ci_high,parallel_efficiency,application_throughput_units_s,native_overhead_ratio,cpu_wall_ratio,ram_per_application_unit_mb,saturation_threads,scaling_coefficient_a,scaling_exponent_b,scaling_exponent_ci_low,scaling_exponent_ci_high,scaling_r_squared,evidence_class,result_scope,run_role,recorded
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},adapter_process_wall,256,1,,true,3,71.892095,0.527317,71.679856,72.411201,71.503969,72.492461,10.000000,4.644531,343.000000,,2,transition_constraints,3,all-expected,,,"private commit and per-process swap I/O are unavailable; VmSwap reports allocation, not swap traffic; No documented hardware or OS energy counter is configured in WSL2",,,,,,,0.139509,0.018143,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},adapter_process_wall,256,1,wrong_public_input,true,3,70.154958,0.449634,69.948855,70.598514,69.845322,70.670698,,4.847656,385.000000,,2,transition_constraints,3,all-expected,,,"private commit and per-process swap I/O are unavailable; VmSwap reports allocation, not swap traffic; No documented hardware or OS energy counter is configured in WSL2",,,,,,,,0.018936,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},adapter_process_wall,256,2,,true,3,71.289226,0.211075,71.381099,71.433025,71.047785,71.438794,10.000000,4.816406,386.000000,,2,transition_constraints,3,all-expected,,,"private commit and per-process swap I/O are unavailable; VmSwap reports allocation, not swap traffic; No documented hardware or OS energy counter is configured in WSL2",,,,,,,0.140093,0.018814,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},adapter_process_wall,256,4,,true,3,75.397388,3.191223,73.769749,78.543797,73.348167,79.074247,10.000000,4.757812,386.000000,,2,transition_constraints,3,all-expected,,,"Linux procfs read failed: [Errno 13] Permission denied: '/proc/576/io'; private commit and per-process swap I/O are unavailable; VmSwap reports allocation, not swap traffic; No documented hardware or OS energy counter is configured in WSL2; Linux procfs read failed: [Errno 13] Permission denied: '/proc/595/io'; private commit and per-process swap I/O are unavailable; VmSwap reports allocation, not swap traffic; No documented hardware or OS energy counter is configured in WSL2; Linux procfs read failed: [Errno 13] Permission denied: '/proc/661/io'; private commit and per-process swap I/O are unavailable; VmSwap reports allocation, not swap traffic; No documented hardware or OS energy counter is configured in WSL2",,,,,,,0.135557,0.018585,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},adapter_process_wall,256,4,wrong_public_input,true,3,72.234733,1.374781,72.633606,73.292736,70.704621,73.365973,10.000000,4.820312,415.000000,,2,transition_constraints,3,all-expected,,,"Linux procfs read failed: [Errno 13] Permission denied: '/proc/655/io'; private commit and per-process swap I/O are unavailable; VmSwap reports allocation, not swap traffic; No documented hardware or OS energy counter is configured in WSL2; Linux procfs read failed: [Errno 2] No such file or directory: '/proc/637/status'; private commit and per-process swap I/O are unavailable; VmSwap reports allocation, not swap traffic; No documented hardware or OS energy counter is configured in WSL2; private commit and per-process swap I/O are unavailable; VmSwap reports allocation, not swap traffic; No documented hardware or OS energy counter is configured in WSL2",,,,,,,0.137677,0.018829,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},adapter_process_wall,1024,1,,true,3,80.442512,0.909279,80.260976,81.312076,79.637696,81.428865,10.000000,7.195312,1084.000000,,2,transition_constraints,3,all-expected,,,"private commit and per-process swap I/O are unavailable; VmSwap reports allocation, not swap traffic; No documented hardware or OS energy counter is configured in WSL2",,,,,,,0.124594,0.007027,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},adapter_process_wall,1024,2,,true,3,78.318145,4.356926,76.210087,82.616358,75.416181,83.328166,20.000000,7.113281,1100.000000,,2,transition_constraints,3,all-expected,,,"private commit and per-process swap I/O are unavailable; VmSwap reports allocation, not swap traffic; No documented hardware or OS energy counter is configured in WSL2",,,,,,,0.262432,0.006947,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},adapter_process_wall,1024,4,,true,3,79.272755,3.620173,77.856063,82.833938,76.575166,83.387035,20.000000,7.492188,1121.000000,,2,transition_constraints,3,all-expected,,,"private commit and per-process swap I/O are unavailable; VmSwap reports allocation, not swap traffic; No documented hardware or OS energy counter is configured in WSL2",,,,,,,0.256884,0.007317,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},deserialize,16,1,,true,3,0.006606,0.000620,0.006803,0.007073,0.005911,0.007103,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},deserialize,16,1,wrong_public_input,true,3,0.007965,0.002203,0.006973,0.010137,0.006432,0.010489,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},deserialize,16,2,,true,3,0.006412,0.001341,0.006122,0.007699,0.005240,0.007874,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},deserialize,16,4,,true,3,0.007377,0.002488,0.006783,0.009776,0.005240,0.010109,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},deserialize,16,4,wrong_public_input,true,3,0.006739,0.001057,0.006301,0.007781,0.005971,0.007945,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},deserialize,64,1,,true,3,0.011024,0.001754,0.011632,0.012317,0.009047,0.012393,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},deserialize,64,1,wrong_public_input,true,3,0.010984,0.001054,0.011171,0.011857,0.009849,0.011933,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},deserialize,64,2,,true,3,0.011351,0.000902,0.011371,0.012156,0.010439,0.012243,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},deserialize,64,4,,true,3,0.012166,0.001124,0.012092,0.013202,0.011080,0.013325,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},deserialize,64,4,wrong_public_input,true,3,0.012303,0.003234,0.010911,0.015491,0.009999,0.016000,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},deserialize,256,1,,true,3,0.013124,0.000593,0.012844,0.013709,0.012723,0.013805,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},deserialize,256,1,wrong_public_input,true,3,0.016968,0.007231,0.012924,0.024078,0.012664,0.025317,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},deserialize,256,2,,true,3,0.013602,0.000342,0.013635,0.013897,0.013244,0.013926,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},deserialize,256,4,,true,3,0.015064,0.002042,0.013936,0.017073,0.013835,0.017422,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},deserialize,256,4,wrong_public_input,true,3,0.013789,0.000530,0.013606,0.014309,0.013375,0.014387,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},deserialize,1024,1,,true,3,0.028336,0.016089,0.021139,0.044204,0.017102,0.046767,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},deserialize,1024,2,,true,3,0.020000,0.001578,0.020358,0.021268,0.018274,0.021369,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},deserialize,1024,4,,true,3,0.019987,0.002542,0.020869,0.021861,0.017121,0.021971,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},fft_ntt,16,1,,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},fft_ntt,16,1,wrong_public_input,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},fft_ntt,16,2,,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},fft_ntt,16,4,,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},fft_ntt,16,4,wrong_public_input,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},fft_ntt,64,1,,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},fft_ntt,64,1,wrong_public_input,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},fft_ntt,64,2,,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},fft_ntt,64,4,,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},fft_ntt,64,4,wrong_public_input,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
C7-TRANSPARENT-STARK,winterfell-stark-pilot-v1,045609f7c669d9c8addd833c007ceab666099814,294bad57ed211ce5f668890c93845dca664b6897d4ff1a7011a5c837b0436472,controlled_kernel,winterfell-0.13.1-f128,default,{},fft_ntt,256,1,,false,,,,,,,,,,,,,,,not-applicable,,,Winterfell exposes transparent trace/AIR proofing; no trusted setup or KZG commitment phase,,,,,,,,,,,,,,,measured,Winterfell transparent STARK pilot; matched vector only,measurement,true
