claim_id,experiment_id,adapter_commit,config_hash,workload,variant,parameter_set,parameters_json,phase,input_scale,threads,invalid_proof_kind,supported,n,mean_latency_ms,stdev_latency_ms,p50_latency_ms,p95_latency_ms,min_latency_ms,max_latency_ms,median_cpu_time_ms,median_peak_rss_mb,median_page_faults,proof_bytes,mean_proof_bytes,stdev_proof_bytes,p50_proof_bytes,p95_proof_bytes,native_relation_size,relation_unit,public_inputs,expected_outcomes,stdev_unavailable_reason,excluded_boundary_metrics,metric_unavailable_reason,speedup_vs_one_thread,speedup_ci_low,speedup_ci_high,parallel_efficiency,application_throughput_units_s,native_overhead_ratio,cpu_wall_ratio,ram_per_application_unit_mb,saturation_threads,scaling_coefficient_a,scaling_exponent_b,scaling_exponent_ci_low,scaling_exponent_ci_high,scaling_r_squared,evidence_class,result_scope,run_role,recorded
PAPER-RQ3-PCAS,paper-pcas-groth16-v1,7cdc095c81f873e9684a8d88adf809fac9d1d7be,7dc5fa069dd2e1cbbbcc78fd9f51c90be0edda8b5c043cf8fcb49b303b20de93,private_swap,ark-groth16-0.6.0-bls12-381,pcas-paper-r1,"{""ablation"":""full"",""application_units"":2,""hash_rounds"":5,""membership_paths"":2,""merkle_depth"":32,""range_bits"":64,""scale_mode"":""target_native_size"",""time_bits"":32}",prove_total,65536,16,wrong_public_input,true,3,723.014600,175.071081,769.708436,859.974937,529.330817,870.004548,,,,,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,paper-scale PCAS campaign,measurement,true
PAPER-RQ3-PCAS,paper-pcas-groth16-v1,7cdc095c81f873e9684a8d88adf809fac9d1d7be,7dc5fa069dd2e1cbbbcc78fd9f51c90be0edda8b5c043cf8fcb49b303b20de93,private_swap,ark-groth16-0.6.0-bls12-381,pcas-paper-r1,"{""ablation"":""full"",""application_units"":2,""hash_rounds"":5,""membership_paths"":2,""merkle_depth"":32,""range_bits"":64,""scale_mode"":""target_native_size"",""time_bits"":32}",serialize,65536,16,,true,10,0.004309,0.000907,0.004469,0.005625,0.003146,0.005670,,,,,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,paper-scale PCAS campaign,measurement,true
PAPER-RQ3-PCAS,paper-pcas-groth16-v1,7cdc095c81f873e9684a8d88adf809fac9d1d7be,7dc5fa069dd2e1cbbbcc78fd9f51c90be0edda8b5c043cf8fcb49b303b20de93,private_swap,ark-groth16-0.6.0-bls12-381,pcas-paper-r1,"{""ablation"":""full"",""application_units"":2,""hash_rounds"":5,""membership_paths"":2,""merkle_depth"":32,""range_bits"":64,""scale_mode"":""target_native_size"",""time_bits"":32}",serialize,65536,16,wrong_public_input,true,3,0.003901,0.000357,0.003938,0.004208,0.003527,0.004238,,,,,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,paper-scale PCAS campaign,measurement,true
PAPER-RQ3-PCAS,paper-pcas-groth16-v1,7cdc095c81f873e9684a8d88adf809fac9d1d7be,7dc5fa069dd2e1cbbbcc78fd9f51c90be0edda8b5c043cf8fcb49b303b20de93,private_swap,ark-groth16-0.6.0-bls12-381,pcas-paper-r1,"{""ablation"":""full"",""application_units"":2,""hash_rounds"":5,""membership_paths"":2,""merkle_depth"":32,""range_bits"":64,""scale_mode"":""target_native_size"",""time_bits"":32}",setup_or_preprocess,65536,16,,true,10,434.025633,64.324036,403.892674,539.199646,373.518480,546.878380,,,,,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,paper-scale PCAS campaign,measurement,true
PAPER-RQ3-PCAS,paper-pcas-groth16-v1,7cdc095c81f873e9684a8d88adf809fac9d1d7be,7dc5fa069dd2e1cbbbcc78fd9f51c90be0edda8b5c043cf8fcb49b303b20de93,private_swap,ark-groth16-0.6.0-bls12-381,pcas-paper-r1,"{""ablation"":""full"",""application_units"":2,""hash_rounds"":5,""membership_paths"":2,""merkle_depth"":32,""range_bits"":64,""scale_mode"":""target_native_size"",""time_bits"":32}",setup_or_preprocess,65536,16,wrong_public_input,true,3,437.806937,52.826201,440.574659,484.332849,383.651281,489.194870,,,,,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,paper-scale PCAS campaign,measurement,true
PAPER-RQ3-PCAS,paper-pcas-groth16-v1,7cdc095c81f873e9684a8d88adf809fac9d1d7be,7dc5fa069dd2e1cbbbcc78fd9f51c90be0edda8b5c043cf8fcb49b303b20de93,private_swap,ark-groth16-0.6.0-bls12-381,pcas-paper-r1,"{""ablation"":""full"",""application_units"":2,""hash_rounds"":5,""membership_paths"":2,""merkle_depth"":32,""range_bits"":64,""scale_mode"":""target_native_size"",""time_bits"":32}",verify_core,65536,16,,true,10,2.269616,0.216054,2.270101,2.611428,2.022265,2.781679,,,,,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,paper-scale PCAS campaign,measurement,true
PAPER-RQ3-PCAS,paper-pcas-groth16-v1,7cdc095c81f873e9684a8d88adf809fac9d1d7be,7dc5fa069dd2e1cbbbcc78fd9f51c90be0edda8b5c043cf8fcb49b303b20de93,private_swap,ark-groth16-0.6.0-bls12-381,pcas-paper-r1,"{""ablation"":""full"",""application_units"":2,""hash_rounds"":5,""membership_paths"":2,""merkle_depth"":32,""range_bits"":64,""scale_mode"":""target_native_size"",""time_bits"":32}",verify_core,65536,16,wrong_public_input,true,3,2.210809,0.094620,2.261981,2.268140,2.101623,2.268824,,,,,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,paper-scale PCAS campaign,measurement,true
PAPER-RQ3-PCAS,paper-pcas-groth16-v1,7cdc095c81f873e9684a8d88adf809fac9d1d7be,7dc5fa069dd2e1cbbbcc78fd9f51c90be0edda8b5c043cf8fcb49b303b20de93,private_swap,ark-groth16-0.6.0-bls12-381,pcas-paper-r1,"{""ablation"":""full"",""application_units"":2,""hash_rounds"":5,""membership_paths"":2,""merkle_depth"":32,""range_bits"":64,""scale_mode"":""target_native_size"",""time_bits"":32}",verify_total,65536,16,,true,10,3.258737,0.295086,3.266767,3.679637,2.821642,3.906523,,,,,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,paper-scale PCAS campaign,measurement,true
PAPER-RQ3-PCAS,paper-pcas-groth16-v1,7cdc095c81f873e9684a8d88adf809fac9d1d7be,7dc5fa069dd2e1cbbbcc78fd9f51c90be0edda8b5c043cf8fcb49b303b20de93,private_swap,ark-groth16-0.6.0-bls12-381,pcas-paper-r1,"{""ablation"":""full"",""application_units"":2,""hash_rounds"":5,""membership_paths"":2,""merkle_depth"":32,""range_bits"":64,""scale_mode"":""target_native_size"",""time_bits"":32}",verify_total,65536,16,wrong_public_input,true,3,3.170789,0.048800,3.149433,3.218908,3.136308,3.226627,,,,,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,paper-scale PCAS campaign,measurement,true
PAPER-RQ3-PCAS,paper-pcas-groth16-v1,7cdc095c81f873e9684a8d88adf809fac9d1d7be,7dc5fa069dd2e1cbbbcc78fd9f51c90be0edda8b5c043cf8fcb49b303b20de93,private_swap,ark-groth16-0.6.0-bls12-381,pcas-paper-r1,"{""ablation"":""full"",""application_units"":2,""hash_rounds"":5,""membership_paths"":2,""merkle_depth"":32,""range_bits"":64,""scale_mode"":""target_native_size"",""time_bits"":32}",witness,65536,16,,true,10,11983.141382,764.066506,12032.329383,12919.820175,10768.832857,13038.260414,,,,,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,paper-scale PCAS campaign,measurement,true
PAPER-RQ3-PCAS,paper-pcas-groth16-v1,7cdc095c81f873e9684a8d88adf809fac9d1d7be,7dc5fa069dd2e1cbbbcc78fd9f51c90be0edda8b5c043cf8fcb49b303b20de93,private_swap,ark-groth16-0.6.0-bls12-381,pcas-paper-r1,"{""ablation"":""full"",""application_units"":2,""hash_rounds"":5,""membership_paths"":2,""merkle_depth"":32,""range_bits"":64,""scale_mode"":""target_native_size"",""time_bits"":32}",witness,65536,16,wrong_public_input,true,3,11816.335245,609.983146,11967.114039,12299.821273,11145.102954,12336.788743,,,,,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,paper-scale PCAS campaign,measurement,true
