claim_id,experiment_id,adapter_commit,config_hash,workload,variant,parameter_set,parameters_json,phase,input_scale,threads,invalid_proof_kind,supported,n,mean_latency_ms,stdev_latency_ms,p50_latency_ms,p95_latency_ms,min_latency_ms,max_latency_ms,median_cpu_time_ms,median_peak_rss_mb,median_page_faults,proof_bytes,mean_proof_bytes,stdev_proof_bytes,p50_proof_bytes,p95_proof_bytes,native_relation_size,relation_unit,public_inputs,expected_outcomes,stdev_unavailable_reason,excluded_boundary_metrics,metric_unavailable_reason,speedup_vs_one_thread,speedup_ci_low,speedup_ci_high,parallel_efficiency,application_throughput_units_s,native_overhead_ratio,cpu_wall_ratio,ram_per_application_unit_mb,saturation_threads,scaling_coefficient_a,scaling_exponent_b,scaling_exponent_ci_low,scaling_exponent_ci_high,scaling_r_squared,evidence_class,result_scope,run_role,recorded
PAPER-RQ3-PCAS,paper-pcas-plonk-v1,7cdc095c81f873e9684a8d88adf809fac9d1d7be,e107d1c6ba323af7c89d0d7a24f42ff00372751cac1ce3b7fe1247faf2bfd87e,private_swap,jellyfish-turboplonk-0.8.0-bls12-381-kzg,pcas-paper-r1,"{""ablation"":""full"",""application_units"":2,""hash_rounds"":5,""membership_paths"":2,""merkle_depth"":32,""range_bits"":64,""scale_mode"":""target_native_size"",""time_bits"":32}",key_load,65536,16,wrong_public_input,false,,,,,,,,,,,,,,,,,,,not-applicable,,,Jellyfish exposes no stable per-proof hook for this phase,,,,,,,,,,,,,,,measured,paper-scale PCAS campaign,measurement,true
PAPER-RQ3-PCAS,paper-pcas-plonk-v1,7cdc095c81f873e9684a8d88adf809fac9d1d7be,e107d1c6ba323af7c89d0d7a24f42ff00372751cac1ce3b7fe1247faf2bfd87e,private_swap,jellyfish-turboplonk-0.8.0-bls12-381-kzg,pcas-paper-r1,"{""ablation"":""full"",""application_units"":2,""hash_rounds"":5,""membership_paths"":2,""merkle_depth"":32,""range_bits"":64,""scale_mode"":""target_native_size"",""time_bits"":32}",msm,65536,16,,false,,,,,,,,,,,,,,,,,,,not-applicable,,,Jellyfish exposes no stable per-proof hook for this phase,,,,,,,,,,,,,,,measured,paper-scale PCAS campaign,measurement,true
PAPER-RQ3-PCAS,paper-pcas-plonk-v1,7cdc095c81f873e9684a8d88adf809fac9d1d7be,e107d1c6ba323af7c89d0d7a24f42ff00372751cac1ce3b7fe1247faf2bfd87e,private_swap,jellyfish-turboplonk-0.8.0-bls12-381-kzg,pcas-paper-r1,"{""ablation"":""full"",""application_units"":2,""hash_rounds"":5,""membership_paths"":2,""merkle_depth"":32,""range_bits"":64,""scale_mode"":""target_native_size"",""time_bits"":32}",msm,65536,16,wrong_public_input,false,,,,,,,,,,,,,,,,,,,not-applicable,,,Jellyfish exposes no stable per-proof hook for this phase,,,,,,,,,,,,,,,measured,paper-scale PCAS campaign,measurement,true
PAPER-RQ3-PCAS,paper-pcas-plonk-v1,7cdc095c81f873e9684a8d88adf809fac9d1d7be,e107d1c6ba323af7c89d0d7a24f42ff00372751cac1ce3b7fe1247faf2bfd87e,private_swap,jellyfish-turboplonk-0.8.0-bls12-381-kzg,pcas-paper-r1,"{""ablation"":""full"",""application_units"":2,""hash_rounds"":5,""membership_paths"":2,""merkle_depth"":32,""range_bits"":64,""scale_mode"":""target_native_size"",""time_bits"":32}",native_execution,65536,16,,true,10,2.679695,0.674412,2.414731,3.720799,2.068170,4.122434,,,,,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,paper-scale PCAS campaign,measurement,true
PAPER-RQ3-PCAS,paper-pcas-plonk-v1,7cdc095c81f873e9684a8d88adf809fac9d1d7be,e107d1c6ba323af7c89d0d7a24f42ff00372751cac1ce3b7fe1247faf2bfd87e,private_swap,jellyfish-turboplonk-0.8.0-bls12-381-kzg,pcas-paper-r1,"{""ablation"":""full"",""application_units"":2,""hash_rounds"":5,""membership_paths"":2,""merkle_depth"":32,""range_bits"":64,""scale_mode"":""target_native_size"",""time_bits"":32}",native_execution,65536,16,wrong_public_input,true,3,2.283037,0.209195,2.342931,2.444470,2.050428,2.455752,,,,,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,paper-scale PCAS campaign,measurement,true
PAPER-RQ3-PCAS,paper-pcas-plonk-v1,7cdc095c81f873e9684a8d88adf809fac9d1d7be,e107d1c6ba323af7c89d0d7a24f42ff00372751cac1ce3b7fe1247faf2bfd87e,private_swap,jellyfish-turboplonk-0.8.0-bls12-381-kzg,pcas-paper-r1,"{""ablation"":""full"",""application_units"":2,""hash_rounds"":5,""membership_paths"":2,""merkle_depth"":32,""range_bits"":64,""scale_mode"":""target_native_size"",""time_bits"":32}",prove_total,65536,16,,true,10,4057.251995,387.840877,4085.735392,4641.179016,3500.329010,4841.609422,,,,,,,,,,,,not-applicable,,,,,,,,16040.196857,1692.004365,,,,,,,,,measured,paper-scale PCAS campaign,measurement,true
PAPER-RQ3-PCAS,paper-pcas-plonk-v1,7cdc095c81f873e9684a8d88adf809fac9d1d7be,e107d1c6ba323af7c89d0d7a24f42ff00372751cac1ce3b7fe1247faf2bfd87e,private_swap,jellyfish-turboplonk-0.8.0-bls12-381-kzg,pcas-paper-r1,"{""ablation"":""full"",""application_units"":2,""hash_rounds"":5,""membership_paths"":2,""merkle_depth"":32,""range_bits"":64,""scale_mode"":""target_native_size"",""time_bits"":32}",prove_total,65536,16,wrong_public_input,true,3,3791.572301,360.690840,3792.955394,4115.708185,3430.191904,4151.569606,,,,,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,paper-scale PCAS campaign,measurement,true
PAPER-RQ3-PCAS,paper-pcas-plonk-v1,7cdc095c81f873e9684a8d88adf809fac9d1d7be,e107d1c6ba323af7c89d0d7a24f42ff00372751cac1ce3b7fe1247faf2bfd87e,private_swap,jellyfish-turboplonk-0.8.0-bls12-381-kzg,pcas-paper-r1,"{""ablation"":""full"",""application_units"":2,""hash_rounds"":5,""membership_paths"":2,""merkle_depth"":32,""range_bits"":64,""scale_mode"":""target_native_size"",""time_bits"":32}",serialize,65536,16,,true,10,0.010302,0.008772,0.006748,0.025986,0.004298,0.032911,,,,,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,paper-scale PCAS campaign,measurement,true
PAPER-RQ3-PCAS,paper-pcas-plonk-v1,7cdc095c81f873e9684a8d88adf809fac9d1d7be,e107d1c6ba323af7c89d0d7a24f42ff00372751cac1ce3b7fe1247faf2bfd87e,private_swap,jellyfish-turboplonk-0.8.0-bls12-381-kzg,pcas-paper-r1,"{""ablation"":""full"",""application_units"":2,""hash_rounds"":5,""membership_paths"":2,""merkle_depth"":32,""range_bits"":64,""scale_mode"":""target_native_size"",""time_bits"":32}",serialize,65536,16,wrong_public_input,true,3,0.006462,0.002641,0.005840,0.009006,0.004187,0.009358,,,,,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,paper-scale PCAS campaign,measurement,true
PAPER-RQ3-PCAS,paper-pcas-plonk-v1,7cdc095c81f873e9684a8d88adf809fac9d1d7be,e107d1c6ba323af7c89d0d7a24f42ff00372751cac1ce3b7fe1247faf2bfd87e,private_swap,jellyfish-turboplonk-0.8.0-bls12-381-kzg,pcas-paper-r1,"{""ablation"":""full"",""application_units"":2,""hash_rounds"":5,""membership_paths"":2,""merkle_depth"":32,""range_bits"":64,""scale_mode"":""target_native_size"",""time_bits"":32}",setup_or_preprocess,65536,16,,true,10,2238.680767,261.512960,2224.760478,2620.577863,1906.043692,2748.942944,,,,,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,paper-scale PCAS campaign,measurement,true
PAPER-RQ3-PCAS,paper-pcas-plonk-v1,7cdc095c81f873e9684a8d88adf809fac9d1d7be,e107d1c6ba323af7c89d0d7a24f42ff00372751cac1ce3b7fe1247faf2bfd87e,private_swap,jellyfish-turboplonk-0.8.0-bls12-381-kzg,pcas-paper-r1,"{""ablation"":""full"",""application_units"":2,""hash_rounds"":5,""membership_paths"":2,""merkle_depth"":32,""range_bits"":64,""scale_mode"":""target_native_size"",""time_bits"":32}",setup_or_preprocess,65536,16,wrong_public_input,true,3,2142.435342,164.693735,2133.308949,2293.683157,1982.494563,2311.502514,,,,,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,paper-scale PCAS campaign,measurement,true
PAPER-RQ3-PCAS,paper-pcas-plonk-v1,7cdc095c81f873e9684a8d88adf809fac9d1d7be,e107d1c6ba323af7c89d0d7a24f42ff00372751cac1ce3b7fe1247faf2bfd87e,private_swap,jellyfish-turboplonk-0.8.0-bls12-381-kzg,pcas-paper-r1,"{""ablation"":""full"",""application_units"":2,""hash_rounds"":5,""membership_paths"":2,""merkle_depth"":32,""range_bits"":64,""scale_mode"":""target_native_size"",""time_bits"":32}",verify_core,65536,16,,true,10,8.840469,1.419859,8.913417,10.658888,6.838580,11.127463,,,,,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,paper-scale PCAS campaign,measurement,true
PAPER-RQ3-PCAS,paper-pcas-plonk-v1,7cdc095c81f873e9684a8d88adf809fac9d1d7be,e107d1c6ba323af7c89d0d7a24f42ff00372751cac1ce3b7fe1247faf2bfd87e,private_swap,jellyfish-turboplonk-0.8.0-bls12-381-kzg,pcas-paper-r1,"{""ablation"":""full"",""application_units"":2,""hash_rounds"":5,""membership_paths"":2,""merkle_depth"":32,""range_bits"":64,""scale_mode"":""target_native_size"",""time_bits"":32}",verify_core,65536,16,wrong_public_input,true,3,6.781988,0.268962,6.686117,7.045787,6.574098,7.085750,,,,,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,paper-scale PCAS campaign,measurement,true
PAPER-RQ3-PCAS,paper-pcas-plonk-v1,7cdc095c81f873e9684a8d88adf809fac9d1d7be,e107d1c6ba323af7c89d0d7a24f42ff00372751cac1ce3b7fe1247faf2bfd87e,private_swap,jellyfish-turboplonk-0.8.0-bls12-381-kzg,pcas-paper-r1,"{""ablation"":""full"",""application_units"":2,""hash_rounds"":5,""membership_paths"":2,""merkle_depth"":32,""range_bits"":64,""scale_mode"":""target_native_size"",""time_bits"":32}",verify_total,65536,16,,true,10,13.936814,2.092587,14.225013,16.878850,11.095313,17.673066,,,,,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,paper-scale PCAS campaign,measurement,true
PAPER-RQ3-PCAS,paper-pcas-plonk-v1,7cdc095c81f873e9684a8d88adf809fac9d1d7be,e107d1c6ba323af7c89d0d7a24f42ff00372751cac1ce3b7fe1247faf2bfd87e,private_swap,jellyfish-turboplonk-0.8.0-bls12-381-kzg,pcas-paper-r1,"{""ablation"":""full"",""application_units"":2,""hash_rounds"":5,""membership_paths"":2,""merkle_depth"":32,""range_bits"":64,""scale_mode"":""target_native_size"",""time_bits"":32}",verify_total,65536,16,wrong_public_input,true,3,11.541274,0.733623,11.380274,12.245850,10.901523,12.342025,,,,,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,paper-scale PCAS campaign,measurement,true
PAPER-RQ3-PCAS,paper-pcas-plonk-v1,7cdc095c81f873e9684a8d88adf809fac9d1d7be,e107d1c6ba323af7c89d0d7a24f42ff00372751cac1ce3b7fe1247faf2bfd87e,private_swap,jellyfish-turboplonk-0.8.0-bls12-381-kzg,pcas-paper-r1,"{""ablation"":""full"",""application_units"":2,""hash_rounds"":5,""membership_paths"":2,""merkle_depth"":32,""range_bits"":64,""scale_mode"":""target_native_size"",""time_bits"":32}",witness,65536,16,,true,10,69.558820,22.319850,60.577187,110.058798,51.405640,117.996999,,,,,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,paper-scale PCAS campaign,measurement,true
PAPER-RQ3-PCAS,paper-pcas-plonk-v1,7cdc095c81f873e9684a8d88adf809fac9d1d7be,e107d1c6ba323af7c89d0d7a24f42ff00372751cac1ce3b7fe1247faf2bfd87e,private_swap,jellyfish-turboplonk-0.8.0-bls12-381-kzg,pcas-paper-r1,"{""ablation"":""full"",""application_units"":2,""hash_rounds"":5,""membership_paths"":2,""merkle_depth"":32,""range_bits"":64,""scale_mode"":""target_native_size"",""time_bits"":32}",witness,65536,16,wrong_public_input,true,3,57.206157,4.252894,58.074094,60.669728,52.586246,60.958132,,,,,,,,,,,,not-applicable,,,,,,,,,,,,,,,,,,measured,paper-scale PCAS campaign,measurement,true
